element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
611,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,80,0,0,0,1,0,0,0,0,0,0,0,9,2.6,2.4,4.0,0.9,60,26754,46176,34319,7565,1,0.00,0.01,0.01,0.90
611,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,60,-2305,44029,8903,11208,1,0.00,0.00,0.00,1.22
619,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,402,741,450,48,0,0.00,0.00,0.00,0.00
619,25,9,1,True,2024-08-31T14:00:00Z,1,1,3,20,0,0,0,0,0,0,0,0,0,0,0,6,5.4,11.7,0.0,1.7,45,910,2025,1347,437,0,0.00,0.00,0.00,0.07
619,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,2009,4673,2889,880,0,0.00,0.00,0.00,0.00
630,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1182,1733,1368,186,0,0.00,0.00,0.00,0.00
630,33,5,7,False,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,1,30,41.6,0.0,9.0,5.1,40,2475,5675,3172,697,1,0.06,0.00,0.06,1.66
631,25,9,1,True,2024-08-31T14:00:00Z,1,1,3,9,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,6.0,0.4,55,929,1171,1032,103,0,0.08,0.00,0.08,0.04
631,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,2,1.6,0.6,1.0,0.3,55,492,2252,900,408,0,0.03,0.01,0.04,0.44
632,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,87,0,0,0,1,0,0,0,0,0,0,0,7,11.0,16.2,6.0,3.3,50,301,407,350,49,1,0.00,0.01,0.01,0.95
632,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.8,4.0,0.8,50,547,1238,864,317,0,0.00,0.01,0.01,0.44
117,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,78,0,0,0,1,0,0,0,0,0,0,0,13,11.4,19.9,0.0,3.1,50,0,8082,0,0,1,0.00,0.19,0.19,0.98
117,15,9,5,False,2024-08-24T14:00:00Z,2,1,2,70,0,1,0,2,0,0,0,0,0,0,0,19,25.8,38.5,2.0,6.6,50,1379,11229,2588,1209,1,0.00,0.19,0.19,1.74
117,26,2,6,True,2024-08-31T14:00:00Z,1,2,3,22,1,0,0,0,0,0,0,0,0,0,0,19,32.6,6.9,18.0,5.8,50,3328,16265,6403,3075,0,0.17,0.00,0.17,0.09
117,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,16246,35432,24044,7798,0,0.00,0.00,0.00,0.00
192,8,4,0,False,2024-08-18T13:00:00Z,2,1,1,20,0,0,0,1,0,0,0,1,0,0,0,-5,0.2,12.8,7.0,2.0,55,0,40324,0,0,0,0.46,0.01,0.47,0.95
192,15,9,1,False,2024-08-24T14:00:00Z,2,1,2,27,0,0,0,1,0,0,0,0,0,0,0,7,3.2,16.7,1.0,2.1,55,-7156,36654,191,1277,0,0.09,0.04,0.13,0.22
192,26,2,2,True,2024-08-31T14:00:00Z,1,2,3,66,0,0,0,2,0,0,0,0,0,0,0,13,8.4,21.3,1.0,3.1,54,-6241,30593,1367,7608,1,0.04,0.04,0.08,1.46
192,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,82,0,0,0,1,0,0,0,1,0,0,0,4,7.2,0.8,25.0,3.3,54,-3343,28054,1906,5249,1,0.10,0.01,0.11,1.56
198,8,4,1,False,2024-08-18T13:00:00Z,2,1,1,45,0,0,0,1,0,0,0,0,0,0,0,1,0.0,10.7,5.0,1.5,55,0,68403,0,0,0,0.05,0.02,0.07,1.09
198,14,19,2,True,2024-08-24T14:00:00Z,0,2,2,70,0,0,0,1,0,0,0,0,0,0,0,2,0.8,2.3,27.0,3.0,55,-7075,67168,5280,12355,1,0.34,0.01,0.35,1.03
198,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-5267,64087,10305,15572,0,0.00,0.00,0.00,0.00
198,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-18769,45640,5151,23920,0,0.00,0.00,0.00,0.00
285,10,18,1,True,2024-08-19T19:00:00Z,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,0.0,0.1,45,0,17951,0,0,0,0.00,0.00,0.00,0.25
285,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,327,20681,2329,2002,0,0.00,0.00,0.00,0.00
285,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1214,20154,2419,3633,0,0.00,0.00,0.00,0.00
285,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-247,20459,3019,3266,0,0.00,0.00,0.00,0.00
286,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,116261,0,0,0,0.00,0.00,0.00,0.00
286,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3125,135066,15916,12791,0,0.00,0.00,0.00,0.00
286,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,6224,149554,33261,27037,0,0.00,0.00,0.00,0.00
286,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-39405,107773,0,39405,0,0.00,0.00,0.00,0.00
287,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,26479,0,0,0,0.00,0.00,0.00,0.00
287,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1219,27224,1395,2614,0,0.00,0.00,0.00,0.00
287,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2344,25280,1585,3929,0,0.00,0.00,0.00,0.00
287,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,14,0,0,0,1,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,45,-1354,24444,2411,3765,0,0.00,0.00,0.00,1.03
288,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,24580,0,0,0,0.00,0.00,0.00,0.00
288,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3936,20817,239,4175,0,0.00,0.00,0.00,0.00
288,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-664,21015,1962,2626,0,0.00,0.00,0.00,0.00
288,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,7,0,0,0,1,0,0,0,1,0,0,0,-6,2.0,0.0,0.0,0.2,40,3756,27000,5999,2243,0,0.00,0.00,0.00,0.99
289,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,30123,0,0,0,0.00,0.00,0.00,0.00
289,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-8790,21390,293,9083,0,0.00,0.00,0.00,0.00
289,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-4373,17498,1427,5800,0,0.00,0.00,0.00,0.00
289,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1810,16140,3005,4815,0,0.00,0.00,0.00,0.00
290,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,85,0,0,0,1,0,0,0,0,0,0,0,2,4.4,2.8,4.0,1.1,55,0,13854,0,0,1,0.06,0.01,0.07,1.04
290,15,9,2,False,2024-08-24T14:00:00Z,2,1,2,62,0,0,0,1,0,0,0,0,0,0,0,8,4.2,0.7,7.0,1.2,55,-734,14702,1108,1842,1,0.02,0.03,0.05,1.56
290,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,55,-2436,12877,496,2932,0,0.00,0.00,0.00,0.01
290,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1927,11200,375,2302,0,0.00,0.00,0.00,0.00
291,10,18,1,True,2024-08-19T19:00:00Z,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,7,15.4,0.3,0.0,1.6,40,0,616143,0,0,1,0.00,0.00,0.00,1.23
291,15,9,7,False,2024-08-24T14:00:00Z,2,1,2,90,1,0,0,2,0,0,0,0,0,0,0,20,60.4,0.3,44.0,10.5,40,36478,693649,59746,23268,1,0.33,0.00,0.33,1.78
291,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,7,16.0,1.3,2.0,1.9,41,362549,1117010,438185,75636,1,0.00,0.01,0.01,1.55
291,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,1,38.2,0.2,0.0,3.8,41,170763,1296219,280874,110111,1,0.00,0.00,0.00,2.55
292,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4727,0,0,0,0.00,0.00,0.00,0.00
292,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-310,5109,329,639,0,0.00,0.00,0.00,0.00
292,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-432,4961,386,818,0,0.00,0.00,0.00,0.00
292,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-16,5255,721,737,0,0.00,0.00,0.00,0.00
293,10,18,3,True,2024-08-19T19:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,5,0,15,41.6,0.0,0.0,4.2,45,0,34105,0,0,1,0.00,0.00,0.00,1.23
293,15,9,2,False,2024-08-24T14:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,4,0,11,37.0,0.0,0.0,3.7,45,5454,49255,8304,2850,1,0.00,0.00,0.00,1.78
293,26,2,2,True,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,3,0,10,28.0,0.1,0.0,2.8,45,-2189,49768,5008,7197,1,0.00,0.00,0.00,1.55
293,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,2,0,7,22.6,0.0,0.0,2.3,45,1764,53937,7542,5778,1,0.00,0.00,0.00,2.55
294,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,65236,0,0,0,0.00,0.00,0.00,0.00
294,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,422,71540,2677,2255,0,0.00,0.00,0.00,0.00
294,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,410,74080,5128,4718,0,0.00,0.00,0.00,0.00
294,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3143,71777,3110,6253,0,0.00,0.00,0.00,0.00
295,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,15,24.0,9.1,5.0,3.8,45,0,23101,0,0,1,0.06,0.01,0.07,1.23
295,15,9,1,False,2024-08-24T14:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,10,17.8,0.5,0.0,1.8,45,2265,30080,4340,2075,1,0.00,0.00,0.00,1.78
295,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,5,9.2,2.1,4.0,1.5,45,-3549,27574,1521,5070,1,0.08,0.01,0.09,1.55
295,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,2,5.6,0.4,3.0,0.9,45,-1597,27296,2015,3612,1,0.05,0.00,0.05,2.55
296,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,9,22.2,8.9,0.0,3.1,45,0,9441,0,0,1,0.00,0.03,0.03,1.23
296,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,84,0,0,0,2,0,0,0,1,0,0,0,6,14.0,1.1,0.0,1.5,45,734,13361,1720,986,1,0.00,0.00,0.00,1.78
296,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,13,21.4,32.8,0.0,5.4,45,-2084,12123,518,2602,1,0.00,0.13,0.13,1.55
296,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,4,18.8,28.7,0.0,4.8,45,-280,12760,939,1219,1,0.00,0.05,0.05,2.55
297,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4212,0,0,0,0.00,0.00,0.00,0.00
297,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-214,4706,339,553,0,0.00,0.00,0.00,0.00
297,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-431,4522,415,846,0,0.00,0.00,0.00,0.00
297,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1260,3229,0,1260,0,0.00,0.00,0.00,0.00
298,10,18,1,True,2024-08-19T19:00:00Z,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,4,6.2,14.1,0.0,2.0,55,0,46533,0,0,0,0.00,0.03,0.03,0.25
298,15,9,1,False,2024-08-24T14:00:00Z,2,1,2,19,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.4,0.0,0.3,55,-6583,42999,1878,8461,0,0.00,0.00,0.00,0.04
298,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,23,0,0,0,0,0,0,0,0,0,0,0,4,5.2,1.3,4.0,1.1,54,-12398,31188,1182,13580,0,0.00,0.56,0.56,0.09
298,34,7,7,False,2024-09-14T14:00:00Z,2,2,4,71,1,0,0,1,0,0,0,0,0,0,0,20,31.4,5.0,26.0,6.2,53,-6651,25434,1449,8100,1,0.41,0.01,0.42,1.37
299,10,18,1,True,2024-08-19T19:00:00Z,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,4.2,0.1,4.0,0.8,50,0,3846,0,0,0,0.02,0.00,0.02,0.19
299,15,9,1,False,2024-08-24T14:00:00Z,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.3,0.0,0.1,50,-449,4153,222,671,0,0.00,0.00,0.00,0.00
299,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,2.0,0.2,49,-469,3965,304,773,0,0.00,0.00,0.00,0.01
299,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-45,4234,574,619,0,0.00,0.00,0.00,0.00
300,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,24.0,1.1,23.0,4.8,50,0,12929,0,0,1,0.07,0.01,0.08,1.23
300,15,9,2,False,2024-08-24T14:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,18,20.4,12.4,17.0,5.0,50,-64,15977,1831,1895,1,0.09,0.01,0.10,1.78
300,26,2,5,True,2024-08-31T14:00:00Z,1,2,3,88,0,1,0,2,0,0,0,0,0,0,0,20,22.4,16.9,10.0,4.9,50,-1549,15377,1424,2973,1,0.00,0.01,0.01,1.54
300,34,7,8,False,2024-09-14T14:00:00Z,2,2,4,75,0,2,0,1,0,0,0,1,0,0,1,32,42.0,45.6,4.0,9.2,50,1280,18319,3449,2169,1,0.00,0.79,0.79,1.52
301,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,17350,0,0,0,0.00,0.00,0.00,0.00
301,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-993,19024,820,1813,0,0.00,0.00,0.00,0.00
301,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,1,0,0,0,5,18.8,1.9,3.0,2.4,40,-1529,18675,791,2320,1,0.04,0.01,0.05,1.54
301,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,8,29.4,0.0,17.0,4.6,40,1393,21516,3918,2525,1,0.02,0.00,0.02,2.55
302,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,19824,0,0,0,0.00,0.00,0.00,0.00
302,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2452,19671,454,2906,0,0.00,0.00,0.00,0.00
302,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-3192,17235,409,3601,0,0.00,0.00,0.00,0.00
302,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2122,15573,566,2688,0,0.00,0.00,0.00,0.00
303,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,2362,0,0,0,0.00,0.00,0.00,0.00
303,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-513,1828,0,513,0,0.00,0.00,0.00,0.00
303,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-265,1577,0,265,0,0.00,0.00,0.00,0.00
303,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-191,1390,0,191,0,0.00,0.00,0.00,0.00
304,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,4282,0,0,0,0.00,0.00,0.00,0.00
304,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-45,4488,265,310,0,0.00,0.00,0.00,0.00
304,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,67,4653,549,482,0,0.00,0.00,0.00,0.00
304,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-78,4643,573,651,0,0.00,0.00,0.00,0.00
305,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,51407,0,0,0,0.00,0.00,0.00,0.00
305,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2886,53651,1630,4516,0,0.00,0.00,0.00,0.00
305,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3929,51914,2276,6205,0,0.00,0.00,0.00,0.00
305,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2872,50978,2734,5606,0,0.00,0.00,0.00,0.00
306,10,18,8,True,2024-08-19T19:00:00Z,1,1,1,78,1,0,0,1,0,0,0,0,0,0,2,33,40.4,0.1,54.0,9.5,55,0,119633,0,0,1,0.80,0.00,0.80,0.98
306,15,9,2,False,2024-08-24T14:00:00Z,2,1,2,70,0,0,0,2,0,0,0,0,0,0,0,3,0.0,1.6,0.0,0.1,56,290505,533898,320113,29608,1,0.00,0.00,0.00,1.74
306,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,1,0,0,0,1,0.0,11.5,6.0,1.6,56,133188,727503,238666,105478,1,0.00,0.02,0.02,1.55
306,34,7,8,False,2024-09-14T14:00:00Z,2,2,4,90,1,0,0,2,0,0,0,0,0,0,2,34,38.6,13.3,23.0,7.5,56,-60759,691732,105970,166729,1,0.64,0.05,0.69,2.55
307,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,6,15.8,0.3,0.0,1.6,40,0,145212,0,0,1,0.00,0.00,0.00,1.23
307,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,90,0,0,0,2,0,0,0,1,0,0,0,1,22.0,0.3,7.0,2.9,40,74537,267915,88272,13735,1,0.01,0.00,0.01,1.78
307,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,29044,302305,62563,33519,0,0.00,0.00,0.00,0.00
307,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2530,308083,37469,34939,0,0.00,0.00,0.00,0.00
308,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,227087,0,0,0,0.00,0.00,0.00,0.00
308,15,9,0,False,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2915,251295,10897,7982,0,0.00,0.00,0.00,0.00
308,26,2,0,True,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2677,261896,19018,16341,0,0.00,0.00,0.00,0.00
308,34,7,0,False,2024-09-14T14:00:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-10279,254032,10815,21094,0,0.00,0.00,0.00,0.00
309,10,18,2,True,2024-08-19T19:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,17,18.6,15.9,0.0,3.5,45,0,1202141,0,0,1,0.00,0.03,0.03,1.23
309,15,9,2,False,2024-08-24T14:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,14,8.4,19.7,0.0,2.8,45,42033,1336305,96013,53980,1,0.00,0.09,0.09,1.78
309,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,1,0,0,0,12,14.2,4.8,0.0,1.9,45,40209,1406696,208767,168558,1,0.00,0.13,0.13,1.55
309,34,7,2,False,2024-09-14T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,13,9.6,3.0,0.0,1.3,45,91859,1522787,298746,206887,1,0.00,0.00,0.00,2.55
501,10,11,0,False,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,3601,0,0,0,0.00,0.00,0.00,0.00
501,15,9,1,False,2024-08-24T14:00:00Z,2,1,2,19,0,0,0,0,0,0,0,0,0,0,0,4,1.8,0.6,0.0,0.2,50,-332,4283,388,720,0,0.00,0.00,0.00,0.04
501,26,2,1,True,2024-08-31T14:00:00Z,1,2,3,67,0,0,0,2,0,0,0,1,0,0,0,13,8.8,4.4,7.0,2.0,50,-442,4224,279,721,1,0.05,0.02,0.07,1.46
501,34,7,2,False,2024-09-14T14:00:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,11,10.4,25.9,2.0,3.8,49,77,4673,702,625,1,0.00,0.18,0.18,2.55
570,10,18,8,True,2024-08-19T19:00:00Z,1,1,1,90,0,1,0,1,0,0,0,0,0,0,3,37,45.0,32.5,2.0,8.0,55,0,29601,0,0,1,0.00,0.60,0.60,1.23
570,15,9,2,False,2024-08-24T14:00:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,11,13.4,4.8,20.0,3.8,55,28207,75093,33719,5512,1,0.06,0.00,0.06,1.78
570,26,2,2,True,2024-08-31T14:00:00Z,1,2,3,67,0,0,0,2,0,0,0,0,0,0,0,11,7.8,1.4,18.0,2.7,55,-5861,70066,12418,18279,1,0.05,0.01,0.06,1.46
570,34,7,1,False,2024-09-14T14:00:00Z,2,2,4,18,0,0,0,1,0,0,0,0,0,0,0,1,1.2,0.3,2.0,0.4,55,-6696,65889,8317,15013,0,0.01,0.00,0.01,1.17
606,10,18,0,True,2024-08-19T19:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4472,0,0,0,0.00,0.00,0.00,0.00
